ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Horario_Estudando,Abandono_curso,Categoria_Recursos
2093,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
2094,19,public,Ensino Médio concluído,SP,Santos,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Já concluí,0,Dispositivo Proprio com internet propria
2095,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Manhã,0,Dispositivo proprio com internet compartilhada
2096,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
2100,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo proprio com internet compartilhada
2101,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
2102,19,public,Cursando o Ensino Superior,SP,São Paulo,Sim,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo Proprio com internet propria
2103,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
2104,18,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo proprio com internet compartilhada
2105,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Integral,0,Dispositivo Proprio com internet propria
2106,17,public,Cursando o 3º ano do Ensino Médio,SP,Itapevi,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
2110,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
2111,18,scholarship,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
2112,18,public,Ensino Médio concluído e não estudando,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Integral,0,Dispositivo Proprio com internet propria
2113,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Noite,1,Dispositivo Proprio com internet propria
2114,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo Proprio com internet propria
2115,19,scholarship,Cursando o 3º ano do Ensino Médio,SP,Santo André,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
2116,19,public,Cursando o 3º ano do Ensino Médio,RS,Santiago,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
2120,20,public,Cursando o 3º ano do Ensino Médio,SP,Urânia,Sim,Não,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
2121,19,public,Cursando o 3º ano do Ensino Médio,RS,Viamão,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
2122,18,public,Cursando o 3º ano do Ensino Médio,RJ,Queimados,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo Proprio com internet propria
2123,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
2124,18,public,Cursando o 3º ano do Ensino Médio,SP,Campinas,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Manhã,1,Dispositivo Proprio com internet propria
2125,18,public,Cursando o 3º ano do Ensino Médio,SP,Campinas,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,6,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,0,Dispositivo Proprio com internet propria
2126,20,public,Cursando o 3º ano do Ensino Médio,RS,Alvorada,Não,Não,Ainda não concluí um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Já concluí,1,Dispositivo Proprio com internet propria
2130,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
2131,21,public,Cursando o Ensino Superior,RJ,Volta Redonda,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
2132,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
2133,21,public,Cursando o 3º ano do Ensino Médio,SP,São Bernardo do Campo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
2134,21,public,Cursando o 3º ano do Ensino Médio,RS,Sant'Ana do Livramento,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
2135,17,scholarship,Cursando o 3º ano do Ensino Médio,SP,Álvares Machado,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo proprio com internet compartilhada
2136,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
2140,17,public,Cursando o 3º ano do Ensino Médio,SP,Itanhaém,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
2141,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
2142,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
2143,20,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
2144,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
2145,19,scholarship,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
2146,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
2150,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
2151,20,public,Cursando o Ensino Superior,RJ,Rio de Janeiro,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
2152,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
2153,22,public,Cursando o 3º ano do Ensino Médio,SC,Blumenau,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo proprio com internet compartilhada
2154,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,4,Mais que 5 salários mínimos (mais que R$5.500),Manhã,1,Dispositivo proprio com internet compartilhada
2155,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
2156,18,public,Cursando o 3º ano do Ensino Médio,SP,Guarujá,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Mais que 5 salários mínimos (mais que R$5.500),Manhã,0,Dispositivo Proprio com internet propria
2160,19,public,Cursando o 3º ano do Ensino Médio,SP,Barueri,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo proprio com internet compartilhada
2161,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Já concluí,1,Dispositivo Proprio com internet propria
2162,21,public,Cursando o 3º ano do Ensino Médio,SP,Guarulhos,Sim,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
2163,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
2164,20,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular compartilhado com outro familiar/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo compartilhado com internet propria
2165,19,scholarship,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Sim,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo proprio com internet compartilhada
2166,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
2170,18,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
2171,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio Bonito,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo proprio com internet compartilhada
2172,18,public,Cursando o 3º ano do Ensino Médio,SP,Embu das Artes,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
2173,17,public,Cursando o 3º ano do Ensino Médio,RJ,Angra dos Reis,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
2174,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
2175,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
2176,18,public,Cursando o 3º ano do Ensino Médio,SC,Catanduvas,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,7,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
2180,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Mais que 5 salários mínimos (mais que R$5.500),Já concluí,1,Dispositivo Proprio com internet propria
2181,17,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
