ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Horario_Estudando,Abandono_curso,Categoria_Recursos
1514,19,public,Cursando o 3º ano do Ensino Médio,SC,Florianópolis,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Mais que 5 salários mínimos (mais que R$5.500),Já concluí,0,Dispositivo Proprio com internet propria
1515,18,scholarship,Cursando o 3º ano do Ensino Médio,SP,Taboão da Serra,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Já concluí,1,Dispositivo Proprio com internet propria
1516,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1520,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1521,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
1522,18,public,Cursando o 3º ano do Ensino Médio,SP,Guarulhos,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
1523,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
1524,20,public,Cursando o 3º ano do Ensino Médio,SP,Santo André,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1525,17,scholarship,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Tarde,0,Dispositivo Proprio com internet propria
1526,19,public,Cursando o 3º ano do Ensino Médio,SP,São José do Rio Preto,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
1530,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1531,21,public,Cursando o 3º ano do Ensino Médio,SP,Garça,Não,Não,Ainda não concluí um curso a distância,Não sei dizer,Celular compartilhado com outro familiar,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo compartilhado com internet compartilhada
1532,18,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,9,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
1533,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
1534,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1535,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1536,17,public,Cursando o 3º ano do Ensino Médio,SP,Itapecerica da Serra,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Integral,1,Dispositivo Proprio com internet propria
1540,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
1541,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Tarde,1,Dispositivo Proprio com internet propria
1542,19,public,Cursando o 3º ano do Ensino Médio,SP,Guarulhos,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
1543,17,public,Cursando o 3º ano do Ensino Médio,RJ,Campos dos Goytacazes,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
1544,18,public,Cursando o 3º ano do Ensino Médio,RJ,Itaboraí,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
1545,22,public,Cursando o 3º ano do Ensino Médio,SP,Rio Grande da Serra,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1546,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
1550,18,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Tarde,1,Dispositivo Proprio com internet propria
1551,20,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1552,18,public,Cursando o 3º ano do Ensino Médio,RS,Sapucaia do Sul,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
1553,20,public,Cursando o 3º ano do Ensino Médio,SP,Campinas,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
1554,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo proprio com internet compartilhada
1555,20,public,Cursando o 3º ano do Ensino Médio,RJ,Magé,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,7,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
1556,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Sim,Sim e fiz totalmente pelo computador,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Noite,1,Dispositivo Proprio com internet propria
1560,21,public,Cursando o 3º ano do Ensino Médio,SP,Mogi das Cruzes,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo proprio com internet compartilhada
1561,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1562,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Integral,1,Dispositivo Proprio com internet propria
1563,17,public,Cursando o 3º ano do Ensino Médio,SP,Taboão da Serra,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,0,Dispositivo Proprio com internet propria
1564,18,public,Cursando o 3º ano do Ensino Médio,RJ,Macaé,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo Proprio com internet propria
1565,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Integral,0,Dispositivo Proprio com internet propria
1566,19,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,1,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1570,21,public,Cursando o 3º ano do Ensino Médio,RJ,Itaguaí,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1571,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Manhã,1,Dispositivo Proprio com internet propria
1572,20,public,Cursando o 3º ano do Ensino Médio,SP,Guarujá,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1573,18,public,Cursando o 3º ano do Ensino Médio,SP,Carapicuíba,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
1574,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo Proprio com internet propria
1575,20,public,Cursando o 3º ano do Ensino Médio,SP,Suzano,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1576,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo proprio com internet compartilhada
1580,21,public,Cursando o 3º ano do Ensino Médio,RJ,Cabo Frio,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1581,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Noite,0,Dispositivo proprio com internet compartilhada
1582,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
1583,18,public,Cursando o 3º ano do Ensino Médio,SP,Itaquaquecetuba,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Integral,1,Dispositivo Proprio com internet propria
1584,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Integral,0,Dispositivo Proprio com internet propria
1585,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Integral,1,Dispositivo Proprio com internet propria
1586,19,public,Cursando o 3º ano do Ensino Médio,SP,Mogi das Cruzes,Não,Não,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1590,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
1591,20,public,Cursando o 3º ano do Ensino Médio,RS,Butiá,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Mais que 5 salários mínimos (mais que R$5.500),Já concluí,1,Dispositivo Proprio com internet propria
1592,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo Proprio com internet propria
1593,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
1594,21,public,Cursando o 3º ano do Ensino Médio,RJ,Mesquita,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1595,22,scholarship,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1596,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1600,19,public,Ensino Médio concluído e não estudando,SP,Mairiporã,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
1601,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1602,20,public,Cursando o 3º ano do Ensino Médio,SC,Palhoça,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
1603,18,public,Cursando o 3º ano do Ensino Médio,RJ,Resende,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
1604,18,public,Cursando o 3º ano do Ensino Médio,SP,Cotia,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1605,22,public,Cursando o 3º ano do Ensino Médio,RJ,Seropédica,Sim,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1606,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
1610,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
1611,17,public,Cursando o 3º ano do Ensino Médio,SP,Itaquaquecetuba,Sim,Sim,SIm e fiz totalmente pelo celular,Não sei dizer,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo proprio com internet compartilhada
1612,20,public,Cursando o 3º ano do Ensino Médio,RJ,Campos dos Goytacazes,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1613,19,public,Cursando o 3º ano do Ensino Médio,RJ,Conceição de Macabu,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
1614,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1615,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
1616,22,public,Ensino Superior concluído,SP,Itaquaquecetuba,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo proprio com internet compartilhada
1620,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
1621,17,public,Cursando o 3º ano do Ensino Médio,RJ,Campos dos Goytacazes,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Tarde,1,Dispositivo Proprio com internet propria
1622,20,public,Cursando o 3º ano do Ensino Médio,SC,Santa Cecília,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1623,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
1624,22,public,Cursando o 3º ano do Ensino Médio,SP,Itaquaquecetuba,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1625,17,public,Cursando o 3º ano do Ensino Médio,SP,Cotia,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
1626,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
1630,21,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1631,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,8,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Já concluí,1,Dispositivo proprio com internet compartilhada
1632,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
1633,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Ainda não concluí um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1634,20,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
1635,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1636,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Quase nada,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1640,18,public,Cursando o 3º ano do Ensino Médio,SP,Taboão da Serra,Não,Sim,Sim e fiz totalmente pelo computador,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,0,Dispositivo Proprio com internet propria
1641,22,public,Cursando o 3º ano do Ensino Médio,RJ,Magé,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
